Pre,Actual
0.9278,1.0
0.9282,1.0
0.927,1.0
0.9227,1.0
0.9266,1.0
0.9328,1.0
0.9279,1.0
0.9282,1.0
0.9319,1.0
0.9155,1.0
0.9255,1.0
0.9271,1.0
0.9092,1.0
0.9164,1.0
0.9171,1.0
0.9272,1.0
0.9307,1.0
0.9157,1.0
0.9288,1.0
0.9268,1.0
0.9171,1.0
0.9233,1.0
0.921,1.0
0.9207,1.0
0.9232,1.0
0.9271,1.0
0.9346,1.0
0.9226,1.0
0.9253,1.0
0.92,1.0
0.9294,1.0
0.924,1.0
0.943,1.0
0.9421,1.0
0.9149,1.0
0.9395,1.0
0.9193,1.0
0.9028,1.0
0.9017,1.0
0.9206,1.0
0.9091,1.0
0.9154,1.0
0.9149,1.0
0.909,1.0
0.9044,1.0
0.8978,1.0
0.9349,1.0
0.9156,1.0
0.9226,1.0
0.7558,1.0
0.9136,1.0
0.8806,1.0
0.931,1.0
0.9162,1.0
0.9177,1.0
0.9225,1.0
0.9117,1.0
0.9109,1.0
0.8552,1.0
0.7113,1.0
0.7847,1.0
0.9028,1.0
0.7297,1.0
0.9093,1.0
0.8906,1.0
0.7944,1.0
0.9037,1.0
0.7175,1.0
0.7953,1.0
0.659,1.0
0.8491,1.0
0.7575,1.0
0.8757,1.0
0.8359,1.0
0.9252,1.0
0.8611,1.0
0.8857,1.0
0.8935,1.0
0.8455,1.0
0.8874,1.0
0.7107,1.0
0.7627,1.0
0.8594,1.0
0.8682,1.0
0.906,1.0
0.8817,1.0
0.8094,1.0
0.8381,1.0
0.9041,1.0
0.85,1.0
0.8901,0.99856
0.8729,0.99713
0.9091,0.99569
0.8589,0.99425
0.8939,0.99282
0.864,0.99138
0.8716,0.98994
0.8438,0.98851
0.8745,0.98707
0.8485,0.98563
0.8046,0.9842
0.7762,0.98276
0.8994,0.98132
0.7875,0.97989
0.8112,0.97845
0.8362,0.97701
0.778,0.97557
0.8652,0.97414
0.7225,0.9727
0.79,0.97126
0.8675,0.96983
0.8439,0.96839
0.8617,0.96695
0.8509,0.96552
0.8031,0.96408
0.8303,0.96264
0.7465,0.96121
0.8158,0.95977
0.8655,0.95833
0.731,0.9569
0.7193,0.95546
0.8081,0.95402
0.8611,0.95259
0.7817,0.95115
0.7885,0.94971
0.8843,0.94828
0.793,0.94684
0.8839,0.9454
0.7737,0.94397
0.7774,0.94253
0.7553,0.94109
0.79,0.93966
0.794,0.93822
0.6192,0.93678
0.7416,0.93534
0.7679,0.93391
0.6477,0.93247
0.6441,0.93103
0.7197,0.9296
0.7435,0.92816
0.7059,0.92672
0.7202,0.92529
0.8232,0.92385
0.7496,0.92241
0.6939,0.92098
0.6607,0.91954
0.648,0.9181
0.7204,0.91667
0.6021,0.91523
0.6133,0.91379
0.5718,0.91236
0.4986,0.91092
0.5953,0.90948
0.5641,0.90805
0.5644,0.90661
0.5532,0.90517
0.4886,0.90374
0.7538,0.9023
0.6566,0.90086
0.651,0.89943
0.6754,0.89799
0.7643,0.89655
0.6117,0.89511
0.6566,0.89368
0.6857,0.89224
0.7133,0.8908
0.7382,0.88937
0.6487,0.88793
0.6843,0.88649
0.5551,0.88506
0.4022,0.88362
0.4225,0.88218
0.6133,0.88075
0.6443,0.87931
0.4884,0.87787
0.4316,0.87644
0.6028,0.875
0.4487,0.87356
0.4734,0.87213
0.4026,0.87069
0.7012,0.86925
0.5954,0.86782
0.6451,0.86638
0.6499,0.86494
0.7047,0.86351
0.6768,0.86207
0.6983,0.86063
0.6133,0.8592
0.6977,0.85776
0.6431,0.85632
0.7016,0.85489
0.5915,0.85345
0.5095,0.85201
0.6373,0.85057
0.6388,0.84914
0.5281,0.8477
0.5007,0.84626
0.5336,0.84483
0.567,0.84339
0.7117,0.84195
0.7349,0.84052
0.7733,0.83908
0.8127,0.83764
0.6609,0.83621
0.8542,0.83477
0.724,0.83333
0.6766,0.8319
0.6592,0.83046
0.6011,0.82902
0.6805,0.82759
0.5591,0.82615
0.8026,0.82471
0.6603,0.82328
0.692,0.82184
0.6809,0.8204
0.6502,0.81897
0.7885,0.81753
0.7338,0.81609
0.6873,0.81466
0.7008,0.81322
0.6559,0.81178
0.6492,0.81034
0.6068,0.80891
0.6687,0.80747
0.6563,0.80603
0.7004,0.8046
0.479,0.80316
0.6444,0.80172
0.6962,0.80029
0.6629,0.79885
0.6207,0.79741
0.6571,0.79598
0.6676,0.79454
0.6775,0.7931
0.627,0.79167
0.6883,0.79023
0.669,0.78879
0.62,0.78736
0.6169,0.78592
0.6613,0.78448
0.628,0.78305
0.6629,0.78161
0.6958,0.78017
0.7214,0.77874
0.676,0.7773
0.6745,0.77586
0.6737,0.77443
0.6112,0.77299
0.5278,0.77155
0.5564,0.77011
0.4747,0.76868
0.456,0.76724
0.4952,0.7658
0.5502,0.76437
0.4855,0.76293
0.7277,0.76149
0.6634,0.76006
0.6115,0.75862
0.5606,0.75718
0.5808,0.75575
0.6164,0.75431
0.6681,0.75287
0.5929,0.75144
0.6566,0.75
0.6487,0.74856
0.6612,0.74713
0.5509,0.74569
0.4571,0.74425
0.5318,0.74282
0.6063,0.74138
0.6574,0.73994
0.6056,0.73851
0.6378,0.73707
0.6565,0.73563
0.6537,0.7342
0.576,0.73276
0.5857,0.73132
0.4493,0.72989
0.569,0.72845
0.6338,0.72701
0.5921,0.72557
0.4299,0.72414
0.4793,0.7227
0.4657,0.72126
0.6211,0.71983
0.6778,0.71839
0.6961,0.71695
0.6731,0.71552
0.7034,0.71408
0.6571,0.71264
0.7497,0.71121
0.6516,0.70977
0.6913,0.70833
0.7117,0.7069
0.6409,0.70546
0.6418,0.70402
0.7137,0.70259
0.5916,0.70115
0.5369,0.69971
0.6939,0.69828
0.6621,0.69684
0.618,0.6954
0.5749,0.69397
0.5826,0.69253
0.6923,0.69109
0.5992,0.68966
0.5994,0.68822
0.6183,0.68678
0.654,0.68534
0.5877,0.68391
0.5556,0.68247
0.6616,0.68103
0.6897,0.6796
0.6311,0.67816
0.6215,0.67672
0.4555,0.67529
0.5036,0.67385
0.6196,0.67241
0.6187,0.67098
0.64,0.66954
0.6063,0.6681
0.6131,0.66667
0.571,0.66523
0.6002,0.66379
0.4831,0.66236
0.4267,0.66092
0.4684,0.65948
0.6435,0.65805
0.6153,0.65661
0.5004,0.65517
0.4915,0.65374
0.461,0.6523
0.4009,0.65086
0.545,0.64943
0.5892,0.64799
0.578,0.64655
0.5977,0.64511
0.5618,0.64368
0.5604,0.64224
0.4254,0.6408
0.4559,0.63937
0.572,0.63793
0.4472,0.63649
0.3853,0.63506
0.4251,0.63362
0.5674,0.63218
0.5858,0.63075
0.6668,0.62931
0.5756,0.62787
0.5759,0.62644
0.556,0.625
0.6401,0.62356
0.6527,0.62213
0.6075,0.62069
0.5995,0.61925
0.6002,0.61782
0.4414,0.61638
0.5428,0.61494
0.6091,0.61351
0.6096,0.61207
0.662,0.61063
0.6013,0.6092
0.5996,0.60776
0.6119,0.60632
0.6181,0.60489
0.5565,0.60345
0.5207,0.60201
0.4686,0.60057
0.4524,0.59914
0.4235,0.5977
0.434,0.59626
0.4278,0.59483
0.4864,0.59339
0.4946,0.59195
0.4347,0.59052
0.3753,0.58908
0.6033,0.58764
0.5386,0.58621
0.4157,0.58477
0.449,0.58333
0.4001,0.5819
0.4865,0.58046
0.4931,0.57902
0.5269,0.57759
0.5012,0.57615
0.476,0.57471
0.478,0.57328
0.6221,0.57184
0.5406,0.5704
0.4431,0.56897
0.5011,0.56753
0.5943,0.56609
0.6074,0.56466
0.5306,0.56322
0.5342,0.56178
0.5277,0.56034
0.5745,0.55891
0.4673,0.55747
0.4253,0.55603
0.4492,0.5546
0.476,0.55316
0.4157,0.55172
0.4451,0.55029
0.5027,0.54885
0.5391,0.54741
0.5046,0.54598
0.4476,0.54454
0.4272,0.5431
0.3886,0.54167
0.3347,0.54023
0.3825,0.53879
0.3998,0.53736
0.3889,0.53592
0.3896,0.53448
0.485,0.53305
0.4809,0.53161
0.3759,0.53017
0.3977,0.52874
0.3836,0.5273
0.4225,0.52586
0.4653,0.52443
0.4002,0.52299
0.3734,0.52155
0.5027,0.52011
0.4178,0.51868
0.3989,0.51724
0.4544,0.5158
0.4612,0.51437
0.4332,0.51293
0.4033,0.51149
0.4024,0.51006
0.4654,0.50862
0.4442,0.50718
0.3859,0.50575
0.2873,0.50431
0.3809,0.50287
0.3785,0.50144
0.4137,0.5
0.3974,0.49856
0.3997,0.49713
0.4272,0.49569
0.3895,0.49425
0.4468,0.49282
0.3584,0.49138
0.4091,0.48994
0.4463,0.48851
0.3898,0.48707
0.4039,0.48563
0.4452,0.4842
0.4194,0.48276
0.3534,0.48132
0.3274,0.47989
0.3796,0.47845
0.4154,0.47701
0.3309,0.47557
0.3597,0.47414
0.4009,0.4727
0.3607,0.47126
0.3932,0.46983
0.4241,0.46839
0.4372,0.46695
0.5249,0.46552
0.4249,0.46408
0.4276,0.46264
0.4493,0.46121
0.4122,0.45977
0.382,0.45833
0.4204,0.4569
0.3748,0.45546
0.4286,0.45402
0.4264,0.45259
0.3961,0.45115
0.5158,0.44971
0.4791,0.44828
0.4852,0.44684
0.3742,0.4454
0.397,0.44397
0.3657,0.44253
0.4025,0.44109
0.3912,0.43966
0.5245,0.43822
0.398,0.43678
0.4839,0.43534
0.4467,0.43391
0.3351,0.43247
0.4715,0.43103
0.3564,0.4296
0.3979,0.42816
0.5359,0.42672
0.3798,0.42529
0.5297,0.42385
0.4076,0.42241
0.452,0.42098
0.4833,0.41954
0.4082,0.4181
0.3463,0.41667
0.4659,0.41523
0.3218,0.41379
0.3146,0.41236
0.4268,0.41092
0.4953,0.40948
0.4625,0.40805
0.47,0.40661
0.4024,0.40517
0.4571,0.40374
0.478,0.4023
0.4341,0.40086
0.4121,0.39943
0.5509,0.39799
0.38,0.39655
0.4018,0.39511
0.4031,0.39368
0.504,0.39224
0.4238,0.3908
0.3832,0.38937
0.4001,0.38793
0.4468,0.38649
0.4928,0.38506
0.5045,0.38362
0.4342,0.38218
0.4449,0.38075
0.397,0.37931
0.3796,0.37787
0.4793,0.37644
0.5405,0.375
0.4644,0.37356
0.3306,0.37213
0.3385,0.37069
0.3437,0.36925
0.2889,0.36782
0.3692,0.36638
0.3801,0.36494
0.4068,0.36351
0.4788,0.36207
0.3881,0.36063
0.3097,0.3592
0.2718,0.35776
0.2915,0.35632
0.3153,0.35489
0.4007,0.35345
0.3218,0.35201
0.359,0.35057
0.4077,0.34914
0.3352,0.3477
0.3972,0.34626
0.4047,0.34483
0.4111,0.34339
0.3986,0.34195
0.4457,0.34052
0.3161,0.33908
0.3903,0.33764
0.26,0.33621
0.2775,0.33477
0.4157,0.33333
0.3285,0.3319
0.3278,0.33046
0.3977,0.32902
0.3527,0.32759
0.4109,0.32615
0.4376,0.32471
0.3842,0.32328
0.4302,0.32184
0.4703,0.3204
0.4439,0.31897
0.3169,0.31753
0.3795,0.31609
0.3232,0.31466
0.2768,0.31322
0.4188,0.31178
0.4085,0.31034
0.3144,0.30891
0.3943,0.30747
0.388,0.30603
0.2575,0.3046
0.2548,0.30316
0.388,0.30172
0.2165,0.30029
0.3746,0.29885
0.3208,0.29741
0.348,0.29598
0.349,0.29454
0.2111,0.2931
0.2342,0.29167
0.2481,0.29023
0.3479,0.28879
0.326,0.28736
0.389,0.28592
0.2729,0.28448
0.2345,0.28305
0.2489,0.28161
0.1781,0.28017
0.1951,0.27874
0.3639,0.2773
0.2697,0.27586
0.381,0.27443
0.336,0.27299
0.2942,0.27155
0.4647,0.27011
0.2381,0.26868
0.2966,0.26724
0.2516,0.2658
0.4145,0.26437
0.4401,0.26293
0.2618,0.26149
0.3913,0.26006
0.3207,0.25862
0.2117,0.25718
0.2116,0.25575
0.187,0.25431
0.2315,0.25287
0.2128,0.25144
0.2685,0.25
0.3208,0.24856
0.2525,0.24713
0.265,0.24569
0.2334,0.24425
0.4025,0.24282
0.2751,0.24138
0.2816,0.23994
0.2655,0.23851
0.2275,0.23707
0.1907,0.23563
0.2062,0.2342
0.2187,0.23276
0.2595,0.23132
0.2531,0.22989
0.3241,0.22845
0.3431,0.22701
0.3909,0.22557
0.2661,0.22414
0.2443,0.2227
0.18,0.22126
0.1528,0.21983
0.1381,0.21839
0.1486,0.21695
0.169,0.21552
0.1468,0.21408
0.2814,0.21264
0.184,0.21121
0.1441,0.20977
0.1489,0.20833
0.1685,0.2069
0.1641,0.20546
0.1765,0.20402
0.1744,0.20259
0.1276,0.20115
0.1354,0.19971
0.1471,0.19828
0.1717,0.19684
0.1607,0.1954
0.1866,0.19397
0.1589,0.19253
0.1579,0.19109
0.1818,0.18966
0.1378,0.18822
0.27,0.18678
0.158,0.18534
0.1254,0.18391
0.1589,0.18247
0.1719,0.18103
0.1798,0.1796
0.1391,0.17816
0.1515,0.17672
0.1404,0.17529
0.1479,0.17385
0.1125,0.17241
0.1378,0.17098
0.1875,0.16954
0.1507,0.1681
0.1526,0.16667
0.2027,0.16523
0.1532,0.16379
0.1307,0.16236
0.1587,0.16092
0.1276,0.15948
0.1363,0.15805
0.1259,0.15661
0.1355,0.15517
0.1397,0.15374
0.1667,0.1523
0.1392,0.15086
0.1424,0.14943
0.1314,0.14799
0.124,0.14655
0.1273,0.14511
0.1192,0.14368
0.1464,0.14224
0.1275,0.1408
0.1898,0.13937
0.1244,0.13793
0.15,0.13649
0.1234,0.13506
0.1259,0.13362
0.1381,0.13218
0.1182,0.13075
0.1416,0.12931
0.1238,0.12787
0.1264,0.12644
0.1326,0.125
0.1541,0.12356
0.1263,0.12213
0.1255,0.12069
0.1141,0.11925
0.1416,0.11782
0.1266,0.11638
0.1196,0.11494
0.1369,0.11351
0.128,0.11207
0.1973,0.11063
0.1231,0.1092
0.154,0.10776
0.1179,0.10632
0.1266,0.10489
0.1154,0.10345
0.1186,0.10201
0.1288,0.10057
0.1166,0.09914
0.1459,0.0977
0.1179,0.09626
0.1243,0.09483
0.1217,0.09339
0.1282,0.09195
0.1156,0.09052
0.1264,0.08908
0.1314,0.08764
0.1318,0.08621
0.1381,0.08477
0.1305,0.08333
0.1331,0.0819
0.1306,0.08046
0.1193,0.07902
0.1254,0.07759
0.1299,0.07615
0.1303,0.07471
0.1203,0.07328
0.1246,0.07184
0.1219,0.0704
0.1268,0.06897
0.1369,0.06753
0.1258,0.06609
0.1771,0.06466
0.4552,0.06322
0.5331,0.06178
0.4244,0.06034
0.0776,0.05891
0.0623,0.05747
0.0562,0.05603
0.063,0.0546
0.0513,0.05316
0.0573,0.05172
0.053,0.05029
0.0311,0.04885
0.04,0.04741
0.0362,0.04598
0.0352,0.04454
0.0264,0.0431
0.0296,0.04167
0.0333,0.04023
0.0288,0.03879
0.0399,0.03736
0.0277,0.03592
0.0299,0.03448
0.03,0.03305
0.0397,0.03161
0.035,0.03017
0.0359,0.02874
0.03,0.0273
0.0065,0.02586
0.004,0.02443
0.0058,0.02299
0.0044,0.02155
0.0039,0.02011
0.0046,0.01868
0.006,0.01724
0.0062,0.0158
0.0056,0.01437
0.0065,0.01293
0.0075,0.01149
0.0093,0.01006
0.001,0.00862
-0.0008,0.00718
0.0022,0.00575
-0.0008,0.00431
0.0029,0.00287
0.025,0.00144
0.021,0.0
0.9245,1.0
0.9391,1.0
0.9446,1.0
0.9301,1.0
0.9252,1.0
0.9283,1.0
0.9312,1.0
0.9267,1.0
0.9221,1.0
0.9322,1.0
0.9286,1.0
0.9267,1.0
0.9135,1.0
0.9362,1.0
0.9217,1.0
0.9387,1.0
0.9213,1.0
0.9612,1.0
0.9379,1.0
0.9229,1.0
0.9388,1.0
0.9323,1.0
0.938,1.0
0.9193,1.0
0.9453,1.0
0.9338,1.0
0.93,1.0
0.9251,1.0
0.9373,1.0
0.9286,1.0
0.9212,1.0
0.9271,1.0
0.9243,1.0
0.9258,1.0
0.9178,1.0
0.9193,1.0
0.9137,1.0
0.9302,1.0
0.9227,1.0
0.9269,1.0
0.9123,1.0
0.9218,1.0
0.911,1.0
0.9139,1.0
0.9261,1.0
0.9165,1.0
0.9179,1.0
0.9223,1.0
0.9243,1.0
0.9222,1.0
0.9212,1.0
0.928,1.0
0.9205,1.0
0.9196,1.0
0.9255,1.0
0.9148,1.0
0.9275,1.0
0.9259,1.0
0.9379,1.0
0.9255,1.0
0.9212,1.0
0.9374,1.0
0.939,1.0
0.9394,1.0
0.9402,1.0
0.9293,1.0
0.9404,1.0
0.9371,1.0
0.9354,1.0
0.9319,1.0
0.9362,1.0
0.9442,1.0
0.9453,1.0
0.9417,1.0
0.9441,1.0
0.9431,1.0
0.939,1.0
0.9293,1.0
0.9278,1.0
0.9423,1.0
0.934,1.0
0.9423,1.0
0.942,1.0
0.9446,1.0
0.9408,1.0
0.9423,1.0
0.9455,1.0
0.9459,1.0
0.9448,1.0
0.9365,1.0
0.9366,1.0
0.9412,1.0
0.9345,1.0
0.9353,1.0
0.9365,1.0
0.9344,1.0
0.9303,1.0
0.9312,1.0
0.9374,1.0
0.9318,1.0
0.929,1.0
0.9285,1.0
0.9131,1.0
0.9198,1.0
0.9195,1.0
0.9202,1.0
0.9299,1.0
0.9308,1.0
0.9362,1.0
0.9183,1.0
0.923,1.0
0.9277,1.0
0.9099,1.0
0.9084,1.0
0.9081,1.0
0.9088,1.0
0.9185,1.0
0.9197,1.0
0.9262,1.0
0.9293,1.0
0.9263,1.0
0.9106,1.0
0.9164,1.0
0.9089,1.0
0.9264,1.0
0.9224,1.0
0.9243,1.0
0.9234,1.0
0.9262,1.0
0.9256,1.0
0.9271,1.0
0.9269,1.0
0.9348,1.0
0.9362,1.0
0.9349,1.0
0.9328,1.0
0.9307,1.0
0.9358,1.0
0.9335,1.0
0.9341,1.0
0.9314,1.0
0.9344,1.0
0.9327,1.0
0.9297,1.0
0.9397,1.0
0.9292,1.0
0.9354,1.0
0.9341,1.0
0.9243,1.0
0.932,1.0
0.9362,1.0
0.9367,1.0
0.9319,1.0
0.9321,1.0
0.9381,1.0
0.9367,1.0
0.9248,1.0
0.933,1.0
0.9344,1.0
0.9372,1.0
0.932,1.0
0.9379,1.0
0.9317,1.0
0.9264,1.0
0.9339,1.0
0.9302,1.0
0.9333,1.0
0.9402,1.0
0.9326,1.0
0.9358,1.0
0.9315,1.0
0.9367,1.0
0.9276,1.0
0.9123,1.0
0.9199,1.0
0.9356,1.0
0.9298,1.0
0.9288,1.0
0.9141,1.0
0.9126,1.0
0.9284,1.0
0.9379,1.0
0.9243,1.0
0.9314,1.0
0.9294,1.0
0.9325,1.0
0.93,1.0
0.9319,1.0
0.9254,1.0
0.9284,1.0
0.9255,1.0
0.9263,1.0
0.9264,1.0
0.9285,1.0
0.9263,1.0
0.9324,1.0
0.9227,1.0
0.9262,1.0
0.9271,1.0
0.9167,1.0
0.9127,1.0
0.9231,1.0
0.9228,1.0
0.9071,1.0
0.9151,1.0
0.9171,1.0
0.9104,1.0
0.9172,1.0
0.893,1.0
0.9066,1.0
0.8959,1.0
0.8978,1.0
0.9034,1.0
0.9078,1.0
0.9103,1.0
0.9051,1.0
0.89,1.0
0.9041,1.0
0.9121,1.0
0.912,1.0
0.9084,1.0
0.9098,1.0
0.9175,1.0
0.917,1.0
0.9068,1.0
0.9097,1.0
0.8876,1.0
0.8955,1.0
0.9051,1.0
0.8924,1.0
0.9119,1.0
0.925,1.0
0.9103,1.0
0.9218,1.0
0.9232,1.0
0.9205,1.0
0.9232,1.0
0.9244,1.0
0.923,1.0
0.9221,1.0
0.9099,1.0
0.92,1.0
0.9218,1.0
0.9251,1.0
0.9296,1.0
0.927,1.0
0.9265,1.0
0.9274,1.0
0.9292,1.0
0.9322,1.0
0.9288,1.0
0.9301,1.0
0.9305,1.0
0.9282,1.0
0.9119,1.0
0.9082,1.0
0.9269,1.0
0.9187,1.0
0.9242,1.0
0.9225,1.0
0.9257,1.0
0.929,1.0
0.9205,1.0
0.9149,1.0
0.9254,1.0
0.925,1.0
0.9161,1.0
0.9205,1.0
0.9195,1.0
0.9159,1.0
0.9134,1.0
0.9311,1.0
0.9134,1.0
0.9258,1.0
0.9358,1.0
0.9119,1.0
0.9122,1.0
0.9155,1.0
0.925,1.0
0.9228,1.0
0.9163,1.0
0.9073,1.0
0.9252,1.0
0.9233,1.0
0.9231,1.0
0.9214,1.0
0.9212,1.0
0.9205,1.0
0.9289,1.0
0.922,1.0
0.9192,1.0
0.9063,1.0
0.9048,1.0
0.9065,1.0
0.911,1.0
0.9028,1.0
0.911,1.0
0.9118,1.0
0.8845,1.0
0.8941,1.0
0.8862,1.0
0.8427,1.0
0.8826,1.0
0.8965,1.0
0.8605,1.0
0.8181,1.0
0.8542,1.0
0.8817,1.0
0.8675,1.0
0.86,1.0
0.8624,1.0
0.8911,1.0
0.8544,1.0
0.8805,1.0
0.8858,1.0
0.9081,1.0
0.9072,1.0
0.8772,1.0
0.8641,1.0
0.9019,1.0
0.9146,1.0
0.8978,1.0
0.8899,1.0
0.8901,1.0
0.8847,1.0
0.8792,1.0
0.8934,1.0
0.8819,1.0
0.882,1.0
0.9105,1.0
0.9064,1.0
0.897,1.0
0.907,1.0
0.907,1.0
0.8776,1.0
0.9094,1.0
0.9203,1.0
0.9199,1.0
0.8905,1.0
0.8747,1.0
0.8846,1.0
0.8794,1.0
0.9105,1.0
0.9179,1.0
0.9178,1.0
0.9116,1.0
0.9195,1.0
0.8695,1.0
0.9047,1.0
0.9009,1.0
0.8951,1.0
0.8963,1.0
0.8988,1.0
0.9023,1.0
0.9189,1.0
0.926,1.0
0.9225,1.0
0.9081,1.0
0.9017,1.0
0.8983,1.0
0.9108,1.0
0.922,1.0
0.9036,1.0
0.9123,1.0
0.9232,1.0
0.9262,1.0
0.9197,1.0
0.9189,1.0
0.9184,1.0
0.9293,1.0
0.9133,1.0
0.9147,1.0
0.9061,1.0
0.9264,1.0
0.9231,1.0
0.9142,1.0
0.9158,1.0
0.919,1.0
0.9144,1.0
0.9185,1.0
0.9244,1.0
0.9149,1.0
0.91,1.0
0.9168,1.0
0.9291,1.0
0.9151,1.0
0.9082,1.0
0.9159,1.0
0.9028,1.0
0.9188,1.0
0.9184,1.0
0.9097,1.0
0.9146,1.0
0.9141,1.0
0.8845,1.0
0.8965,1.0
0.9086,1.0
0.9149,1.0
0.9098,1.0
0.9148,1.0
0.8646,1.0
0.8993,1.0
0.912,1.0
0.9056,1.0
0.9119,1.0
0.9076,1.0
0.9003,1.0
0.9076,1.0
0.8822,1.0
0.8979,1.0
0.911,1.0
0.9164,1.0
0.8853,1.0
0.8941,1.0
0.8658,1.0
0.8974,1.0
0.9015,1.0
0.8991,1.0
0.9011,1.0
0.8946,1.0
0.9096,1.0
0.8717,1.0
0.8866,1.0
0.9066,1.0
0.8495,1.0
0.8855,1.0
0.9104,1.0
0.89,1.0
0.9071,1.0
0.9111,1.0
0.9146,1.0
0.9047,1.0
0.9195,1.0
0.9203,1.0
0.9122,1.0
0.9175,1.0
0.9212,1.0
0.9212,1.0
0.8652,1.0
0.9107,1.0
0.9144,1.0
0.9154,1.0
0.9213,1.0
0.9164,1.0
0.9028,1.0
0.9065,1.0
0.9165,1.0
0.8934,1.0
0.919,1.0
0.9289,1.0
0.9206,1.0
0.9186,1.0
0.9193,1.0
0.9289,1.0
0.928,1.0
0.9105,1.0
0.9064,1.0
0.9071,1.0
0.915,1.0
0.9127,1.0
0.9094,1.0
0.9258,1.0
0.9235,1.0
0.9237,1.0
0.898,1.0
0.9145,1.0
0.9158,1.0
0.9235,1.0
0.8965,1.0
0.9193,1.0
0.9191,1.0
0.9177,1.0
0.9014,1.0
0.9144,1.0
0.9128,1.0
0.9097,0.99947
0.9049,0.99895
0.9068,0.99842
0.9005,0.99789
0.9067,0.99737
0.9038,0.99684
0.8967,0.99632
0.8833,0.99579
0.8898,0.99526
0.8917,0.99474
0.894,0.99421
0.8866,0.99368
0.8791,0.99316
0.9023,0.99263
0.8961,0.99211
0.9008,0.99158
0.8994,0.99105
0.8841,0.99053
0.8509,0.99
0.8981,0.98947
0.9078,0.98895
0.888,0.98842
0.9012,0.98789
0.9012,0.98737
0.9144,0.98684
0.8825,0.98632
0.9035,0.98579
0.9093,0.98526
0.9142,0.98474
0.9213,0.98421
0.91,0.98368
0.9074,0.98316
0.9221,0.98263
0.9274,0.98211
0.9235,0.98158
0.9207,0.98105
0.9191,0.98053
0.9256,0.98
0.928,0.97947
0.925,0.97895
0.9064,0.97842
0.9021,0.97789
0.9098,0.97737
0.9177,0.97684
0.9144,0.97632
0.8278,0.97579
0.8661,0.97526
0.8366,0.97474
0.8981,0.97421
0.9153,0.97368
0.9096,0.97316
0.9073,0.97263
0.9209,0.97211
0.9187,0.97158
0.8934,0.97105
0.895,0.97053
0.8976,0.97
0.8871,0.96947
0.8802,0.96895
0.893,0.96842
0.8553,0.96789
0.8587,0.96737
0.8871,0.96684
0.8969,0.96632
0.8861,0.96579
0.8975,0.96526
0.8797,0.96474
0.8535,0.96421
0.8034,0.96368
0.8968,0.96316
0.8911,0.96263
0.8459,0.96211
0.8322,0.96158
0.8554,0.96105
0.7713,0.96053
0.8,0.96
0.7857,0.95947
0.8224,0.95895
0.8372,0.95842
0.7334,0.95789
0.8169,0.95737
0.833,0.95684
0.8646,0.95632
0.8405,0.95579
0.8622,0.95526
0.905,0.95474
0.9114,0.95421
0.9004,0.95368
0.9167,0.95316
0.8968,0.95263
0.9029,0.95211
0.9098,0.95158
0.9115,0.95105
0.9153,0.95053
0.9204,0.95
0.9148,0.94947
0.9094,0.94895
0.9116,0.94842
0.8738,0.94789
0.9156,0.94737
0.9278,0.94684
0.9063,0.94632
0.8965,0.94579
0.8768,0.94526
0.8987,0.94474
0.9061,0.94421
0.8742,0.94368
0.8782,0.94316
0.8735,0.94263
0.8693,0.94211
0.8814,0.94158
0.8883,0.94105
0.8837,0.94053
0.8731,0.94
0.8268,0.93947
0.8258,0.93895
0.9041,0.93842
0.8728,0.93789
0.8838,0.93737
0.8565,0.93684
0.8819,0.93632
0.9097,0.93579
0.9149,0.93526
0.9147,0.93474
0.905,0.93421
0.9111,0.93368
0.8982,0.93316
0.9131,0.93263
0.9185,0.93211
0.9091,0.93158
0.8886,0.93105
0.9142,0.93053
0.8763,0.93
0.8971,0.92947
0.8911,0.92895
0.8976,0.92842
0.8515,0.92789
0.8408,0.92737
0.8645,0.92684
0.8772,0.92632
0.8769,0.92579
0.8897,0.92526
0.8215,0.92474
0.8887,0.92421
0.8937,0.92368
0.8954,0.92316
0.8748,0.92263
0.892,0.92211
0.8617,0.92158
0.8316,0.92105
0.8531,0.92053
0.9031,0.92
0.8718,0.91947
0.8546,0.91895
0.8453,0.91842
0.8839,0.91789
0.8675,0.91737
0.8786,0.91684
0.8856,0.91632
0.8742,0.91579
0.8727,0.91526
0.8754,0.91474
0.8363,0.91421
0.8309,0.91368
0.8617,0.91316
0.8675,0.91263
0.8676,0.91211
0.8562,0.91158
0.8969,0.91105
0.8257,0.91053
0.8895,0.91
0.7768,0.90947
0.845,0.90895
0.8852,0.90842
0.8282,0.90789
0.8686,0.90737
0.854,0.90684
0.89,0.90632
0.8573,0.90579
0.7838,0.90526
0.8304,0.90474
0.8857,0.90421
0.8726,0.90368
0.8537,0.90316
0.8019,0.90263
0.8589,0.90211
0.8495,0.90158
0.8225,0.90105
0.8933,0.90053
0.8597,0.9
0.8904,0.89947
0.8744,0.89895
0.8703,0.89842
0.8404,0.89789
0.8133,0.89737
0.8583,0.89684
0.8359,0.89632
0.8615,0.89579
0.8969,0.89526
0.8439,0.89474
0.8724,0.89421
0.8745,0.89368
0.8693,0.89316
0.8724,0.89263
0.871,0.89211
0.9107,0.89158
0.8933,0.89105
0.8819,0.89053
0.7986,0.89
0.8956,0.88947
0.8528,0.88895
